company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay,ground_time_pressure,scheduled_flight_duration,ground_time_diff,total_pax,children_count,stroller_users,lap_child_count,ssr_count,Hot Transfer,checked_bags,transfer_bags,load_factor,transfer_bag_ratio,difficulty_score,daily_rank,difficulty_class
UA,2004,2025-08-14,ORD,SYR,2025-08-14 13:45:00+00:00,2025-08-14 16:44:00+00:00,2025-08-14 13:43:00+00:00,2025-08-14 16:25:00+00:00,150,A320-200,Mainline,63,72,46,-2.0,-17,179.0,17,180,8,3,1,2.0,28,24,65,1.0,0.7303370786516854,3.5914709250316794,85.0,Difficult
OO,5337,2025-08-06,ORD,ROA,2025-08-06 14:00:00+00:00,2025-08-06 17:00:00+00:00,2025-08-06 13:55:00+00:00,2025-08-06 16:56:00+00:00,76,ERJ-175,Express,81,91,34,-5.0,-47,180.0,47,78,3,0,2,2.0,14,18,20,1.0,0.5263157894736842,3.252309786246119,269.0,Medium
UA,592,2025-08-15,ORD,JAC,2025-08-15 16:50:00+00:00,2025-08-15 19:05:00+00:00,2025-08-15 16:49:00+00:00,2025-08-15 19:20:00+00:00,126,B737-700,Mainline,57,78,43,-1.0,-14,135.0,14,163,8,2,2,0.0,4,24,63,1.0,0.7241379310344828,3.4730520703757257,134.0,Difficult
OO,5577,2025-08-04,ORD,JAX,2025-08-04 07:00:00+00:00,2025-08-04 10:39:00+00:00,2025-08-04 06:50:00+00:00,2025-08-04 10:28:00+00:00,76,ERJ-175,Express,842,836,70,-10.0,-772,219.0,772,73,1,0,0,0.0,9,17,2,0.9605263157894737,0.10526315789473684,2.5250181481878684,550.0,Easy
UA,2481,2025-08-08,ORD,SYR,2025-08-08 18:20:00+00:00,2025-08-08 21:16:00+00:00,2025-08-08 18:18:00+00:00,2025-08-08 21:05:00+00:00,150,A320-200,Mainline,75,64,46,-2.0,-29,176.0,29,168,9,3,1,2.0,0,25,57,1.0,0.6951219512195121,3.5672924888926603,102.0,Difficult
UA,1178,2025-08-13,ORD,ORF,2025-08-13 18:22:00+00:00,2025-08-13 21:40:00+00:00,2025-08-13 19:08:00+00:00,2025-08-13 22:21:00+00:00,179,B737-900,Mainline,72,89,56,46.0,-16,198.0,16,189,5,0,1,5.0,0,25,76,1.0,0.7524752475247525,3.728933185389588,44.0,Difficult
UA,2370,2025-08-12,ORD,BOS,2025-08-12 14:28:00+00:00,2025-08-12 18:06:00+00:00,2025-08-12 14:27:00+00:00,2025-08-12 20:01:00+00:00,179,B737-900,Mainline,82,58,56,-1.0,-26,218.0,26,153,5,1,1,1.0,0,45,35,0.8547486033519553,0.4375,2.9737804584267913,358.0,Easy
OO,5414,2025-08-14,ORD,MEM,2025-08-14 15:37:00+00:00,2025-08-14 17:38:00+00:00,2025-08-14 15:35:00+00:00,2025-08-14 17:17:00+00:00,76,ERJ-175,Express,45,44,34,-2.0,-11,121.0,11,81,2,0,0,2.0,5,22,40,1.0,0.6451612903225806,3.377894539251611,197.0,Medium
UA,1778,2025-08-05,ORD,OMA,2025-08-05 08:45:00+00:00,2025-08-05 10:26:00+00:00,2025-08-05 08:40:00+00:00,2025-08-05 10:15:00+00:00,166,B737-800,Mainline,136,137,51,-5.0,-85,101.0,85,169,10,3,0,1.0,13,11,58,1.0,0.8405797101449275,3.7024412014221175,56.0,Difficult
UA,1923,2025-08-08,ORD,CID,2025-08-08 20:05:00+00:00,2025-08-08 21:21:00+00:00,2025-08-08 21:30:00+00:00,2025-08-08 22:43:00+00:00,150,A320-200,Mainline,70,158,46,85.0,-24,76.0,24,191,12,2,1,3.0,2,4,76,1.0,0.95,3.984734379132841,6.0,Difficult
OO,5118,2025-08-03,ORD,PLN,2025-08-03 12:45:00+00:00,2025-08-03 15:08:00+00:00,2025-08-03 13:00:00+00:00,2025-08-03 15:33:00+00:00,50,CRJ-200,Express,55,97,29,15.0,-26,143.0,26,48,2,1,2,1.0,6,24,15,0.96,0.38461538461538464,2.9664745373790558,458.0,Easy
G7,4590,2025-08-15,ORD,MDT,2025-08-15 16:45:00+00:00,2025-08-15 19:52:00+00:00,2025-08-15 16:39:00+00:00,2025-08-15 19:12:00+00:00,50,CRJ-550,Express,50,54,29,-6.0,-21,187.0,21,56,2,0,1,0.0,9,2,22,1.0,0.9166666666666666,3.592152434434067,75.0,Difficult
UA,224,2025-08-11,ORD,BZN,2025-08-11 09:20:00+00:00,2025-08-11 11:47:00+00:00,2025-08-11 09:13:00+00:00,2025-08-11 11:44:00+00:00,166,B737-800,Mainline,775,762,51,-7.0,-724,147.0,724,207,12,1,0,2.0,7,25,76,1.0,0.7524752475247525,3.661527948253532,58.0,Difficult
UA,490,2025-08-09,ORD,SAT,2025-08-09 08:45:00+00:00,2025-08-09 11:45:00+00:00,2025-08-09 08:48:00+00:00,2025-08-09 11:37:00+00:00,126,B737-700,Mainline,72,55,43,3.0,-29,180.0,29,150,10,5,2,5.0,22,32,40,1.0,0.5555555555555556,3.5850841319253695,155.0,Medium
UA,2369,2025-08-01,ORD,AUS,2025-08-01 08:50:00+00:00,2025-08-01 11:44:00+00:00,2025-08-01 08:45:00+00:00,2025-08-01 11:28:00+00:00,179,B737-MAX9,Mainline,75,64,56,-5.0,-19,174.0,19,205,7,3,0,1.0,25,28,23,1.0,0.45098039215686275,3.1819952054556793,379.0,Medium
OO,5521,2025-08-05,ORD,ATW,2025-08-05 15:35:00+00:00,2025-08-05 16:48:00+00:00,2025-08-05 16:07:00+00:00,2025-08-05 17:09:00+00:00,50,CRJ-200,Express,0,46,29,32.0,29,73.0,-29,52,1,0,0,3.0,12,21,20,1.0,0.4878048780487805,3.227767530193155,332.0,Medium
UA,1328,2025-08-11,ORD,SMF,2025-08-11 09:05:00+00:00,2025-08-11 11:46:00+00:00,2025-08-11 09:05:00+00:00,2025-08-11 11:37:00+00:00,200,A321-2NX,Mainline,626,599,62,0.0,-564,161.0,564,229,10,4,0,2.0,7,53,57,1.0,0.5181818181818182,3.3501656558257915,219.0,Medium
OO,4809,2025-08-09,ORD,ICT,2025-08-09 09:03:00+00:00,2025-08-09 11:21:00+00:00,2025-08-09 09:00:00+00:00,2025-08-09 11:01:00+00:00,76,ERJ-175,Express,773,730,34,-3.0,-739,138.0,739,93,5,1,1,1.0,1,8,53,1.0,0.8688524590163934,3.614736320369409,136.0,Medium
UA,2243,2025-08-12,ORD,RIC,2025-08-12 18:20:00+00:00,2025-08-12 21:30:00+00:00,2025-08-12 20:52:00+00:00,2025-08-13 00:30:00+00:00,166,B737-800,Mainline,-3,52,51,152.0,54,190.0,-54,162,8,0,1,2.0,0,11,55,0.9759036144578314,0.8333333333333334,3.692537839712502,37.0,Difficult
G7,4491,2025-08-02,ORD,CAE,2025-08-02 18:30:00+00:00,2025-08-02 21:45:00+00:00,2025-08-02 18:28:00+00:00,2025-08-02 21:25:00+00:00,50,CRJ-550,Express,89,86,29,-2.0,-60,195.0,60,54,3,0,1,2.0,0,15,33,1.0,0.6875,3.4451621599625626,264.0,Medium
UA,2011,2025-08-09,ORD,YVR,2025-08-09 08:48:00+00:00,2025-08-09 11:33:00+00:00,2025-08-09 08:44:00+00:00,2025-08-09 11:33:00+00:00,150,A320-200,Mainline,51,69,60,-4.0,9,165.0,-9,174,9,2,2,2.0,26,51,39,1.0,0.43333333333333335,3.2548084396427193,364.0,Medium
OO,5230,2025-08-03,ORD,CRW,2025-08-03 14:00:00+00:00,2025-08-03 16:42:00+00:00,2025-08-03 14:32:00+00:00,2025-08-03 17:55:00+00:00,50,CRJ-550,Express,115,164,29,32.0,-86,162.0,86,50,0,0,0,1.0,13,3,22,1.0,0.88,3.5636552930883636,91.0,Difficult
UA,286,2025-08-11,ORD,CLE,2025-08-11 07:33:00+00:00,2025-08-11 09:59:00+00:00,2025-08-11 07:31:00+00:00,2025-08-11 09:51:00+00:00,179,B737-900,Mainline,501,498,56,-2.0,-445,146.0,445,192,4,0,0,5.0,0,44,51,1.0,0.5368421052631579,3.432802359313409,176.0,Medium
G7,4481,2025-08-04,ORD,GRR,2025-08-04 07:00:00+00:00,2025-08-04 09:07:00+00:00,2025-08-04 06:54:00+00:00,2025-08-04 08:56:00+00:00,50,CRJ-550,Express,740,709,29,-6.0,-711,127.0,711,52,2,0,0,1.0,10,1,40,1.0,0.975609756097561,3.6882559702725755,30.0,Difficult
YX,3635,2025-08-08,ORD,MSN,2025-08-08 19:35:00+00:00,2025-08-08 20:48:00+00:00,2025-08-08 19:39:00+00:00,2025-08-08 20:37:00+00:00,70,ERJ-170,Express,64,55,34,4.0,-30,73.0,30,68,3,0,0,0.0,10,9,25,0.9714285714285714,0.7352941176470589,3.3623211892078118,220.0,Medium
UA,1740,2025-08-11,ORD,RSW,2025-08-11 07:11:00+00:00,2025-08-11 11:16:00+00:00,2025-08-11 07:21:00+00:00,2025-08-11 11:16:00+00:00,166,B737-800,Mainline,529,541,51,10.0,-478,245.0,478,145,6,0,1,6.0,0,51,23,0.8734939759036144,0.3108108108108108,3.118305217599641,369.0,Medium
UA,602,2025-08-08,ORD,PHX,2025-08-08 20:05:00+00:00,2025-08-08 21:55:00+00:00,2025-08-08 20:05:00+00:00,2025-08-08 21:50:00+00:00,179,B737-MAX9,Mainline,109,125,56,0.0,-53,110.0,53,166,6,2,2,0.0,2,36,80,0.9273743016759777,0.6896551724137931,3.3154960397641418,257.0,Medium
UA,1617,2025-08-09,ORD,PHL,2025-08-09 14:20:00+00:00,2025-08-09 17:36:00+00:00,2025-08-09 14:20:00+00:00,2025-08-09 17:20:00+00:00,150,A320-200,Mainline,65,80,46,0.0,-19,196.0,19,174,10,3,1,6.0,0,26,91,1.0,0.7777777777777778,3.907743799466927,23.0,Difficult
OO,5360,2025-08-07,ORD,MBS,2025-08-07 13:55:00+00:00,2025-08-07 16:10:00+00:00,2025-08-07 13:50:00+00:00,2025-08-07 16:27:00+00:00,50,CRJ-550,Express,111,124,29,-5.0,-82,135.0,82,42,2,0,0,1.0,2,3,14,0.84,0.8235294117647058,3.363062101701879,223.0,Medium
OO,5564,2025-08-15,ORD,SBN,2025-08-15 14:20:00+00:00,2025-08-15 16:18:00+00:00,2025-08-15 14:56:00+00:00,2025-08-15 16:56:00+00:00,50,CRJ-550,Express,65,31,29,36.0,-36,118.0,36,45,0,0,0,1.0,3,4,45,0.9,0.9183673469387755,3.5055003572881653,113.0,Difficult
YX,3465,2025-08-02,ORD,GSP,2025-08-02 19:35:00+00:00,2025-08-02 22:42:00+00:00,2025-08-02 19:30:00+00:00,2025-08-02 22:33:00+00:00,76,ERJ-175,Express,60,70,34,-5.0,-26,187.0,26,83,5,1,0,4.0,1,9,47,1.0,0.8392857142857143,3.777112744627852,63.0,Difficult
YX,3421,2025-08-08,ORD,ROC,2025-08-08 07:15:00+00:00,2025-08-08 10:17:00+00:00,2025-08-08 07:08:00+00:00,2025-08-08 10:18:00+00:00,76,ERJ-175,Express,841,818,70,-7.0,-771,182.0,771,83,2,0,1,2.0,1,13,35,1.0,0.7291666666666666,3.4454551465950476,171.0,Medium
OO,5337,2025-08-08,ORD,ROA,2025-08-08 14:00:00+00:00,2025-08-08 17:00:00+00:00,2025-08-08 13:57:00+00:00,2025-08-08 16:57:00+00:00,76,ERJ-175,Express,55,79,34,-3.0,-21,180.0,21,72,0,0,0,2.0,9,23,19,0.9473684210526315,0.4523809523809524,3.0529203446433693,429.0,Easy
OO,5652,2025-08-05,ORD,GEG,2025-08-05 19:38:00+00:00,2025-08-05 21:59:00+00:00,2025-08-05 19:32:00+00:00,2025-08-05 21:36:00+00:00,76,ERJ-175,Express,143,130,34,-6.0,-109,141.0,109,90,5,0,0,4.0,12,15,30,1.0,0.6666666666666666,3.5663390913345134,128.0,Difficult
OO,5094,2025-08-03,ORD,RHI,2025-08-03 10:57:00+00:00,2025-08-03 12:19:00+00:00,2025-08-03 10:57:00+00:00,2025-08-03 12:06:00+00:00,50,CRJ-200,Express,1227,1237,29,0.0,-1198,82.0,1198,61,3,1,1,2.0,0,38,8,1.0,0.17391304347826086,2.7790765347961432,515.0,Easy
UA,275,2025-08-03,ORD,RAP,2025-08-03 08:45:00+00:00,2025-08-03 10:20:00+00:00,2025-08-03 08:44:00+00:00,2025-08-03 09:54:00+00:00,150,A320-200,Mainline,749,735,46,-1.0,-703,95.0,703,171,6,2,1,4.0,24,6,35,1.0,0.8536585365853658,3.7833497344312397,13.0,Difficult
UA,374,2025-08-13,ORD,MSP,2025-08-13 16:10:00+00:00,2025-08-13 17:49:00+00:00,2025-08-13 16:13:00+00:00,2025-08-13 17:33:00+00:00,126,A319-100,Mainline,75,104,43,3.0,-32,99.0,32,140,4,1,1,2.0,0,17,41,1.0,0.7068965517241379,3.488267520088457,176.0,Medium
UA,1617,2025-08-14,ORD,PHL,2025-08-14 14:20:00+00:00,2025-08-14 17:36:00+00:00,2025-08-14 15:29:00+00:00,2025-08-14 18:45:00+00:00,166,B737-800,Mainline,1284,1352,51,69.0,-1233,196.0,1233,171,3,0,1,2.0,1,40,48,1.0,0.5454545454545454,3.223395278550012,284.0,Medium
UA,1577,2025-08-10,ORD,SFO,2025-08-10 14:40:00+00:00,2025-08-10 17:26:00+00:00,2025-08-10 18:18:00+00:00,2025-08-10 20:50:00+00:00,234,B757-300,Mainline,-121,82,66,218.0,187,166.0,-187,286,15,2,3,8.0,0,144,40,1.0,0.21739130434782608,3.4484257718543523,146.0,Medium
OO,5358,2025-08-15,ORD,CAK,2025-08-15 14:35:00+00:00,2025-08-15 17:09:00+00:00,2025-08-15 16:13:00+00:00,2025-08-15 18:28:00+00:00,50,CRJ-550,Express,-20,84,29,98.0,49,154.0,-49,53,1,0,0,1.0,0,10,32,1.0,0.7619047619047619,3.446451170347892,156.0,Medium
UA,1205,2025-08-06,ORD,EWR,2025-08-06 11:46:00+00:00,2025-08-06 15:12:00+00:00,2025-08-06 11:47:00+00:00,2025-08-06 14:54:00+00:00,179,B737-900,Mainline,921,936,56,1.0,-865,206.0,865,176,7,2,1,2.0,0,81,14,0.9832402234636871,0.14736842105263157,2.8183789721636936,453.0,Easy
YX,3604,2025-08-06,ORD,CMH,2025-08-06 19:35:00+00:00,2025-08-06 22:08:00+00:00,2025-08-06 19:33:00+00:00,2025-08-06 21:36:00+00:00,76,ERJ-175,Express,42,56,39,-2.0,-3,153.0,3,55,1,0,0,1.0,2,13,18,0.7236842105263158,0.5806451612903226,2.9327119664248267,421.0,Easy
G7,4188,2025-08-12,ORD,GSO,2025-08-12 18:10:00+00:00,2025-08-12 21:17:00+00:00,2025-08-13 08:17:00+00:00,2025-08-13 11:05:00+00:00,50,CRJ-550,Express,127,652,29,847.0,-98,187.0,98,42,0,0,0,4.0,1,15,26,0.84,0.6341463414634146,3.264559869170479,214.0,Medium
UA,1741,2025-08-14,ORD,JAC,2025-08-14 09:20:00+00:00,2025-08-14 11:35:00+00:00,2025-08-14 09:21:00+00:00,2025-08-14 11:36:00+00:00,126,B737-700,Mainline,107,98,43,1.0,-64,135.0,64,152,7,2,0,1.0,7,42,42,1.0,0.5,3.238850230930436,276.0,Medium
UA,2627,2025-08-07,ORD,MSP,2025-08-07 21:50:00+00:00,2025-08-07 23:28:00+00:00,2025-08-07 22:17:00+00:00,2025-08-07 23:39:00+00:00,179,B737-900,Mainline,190,97,56,27.0,-134,98.0,134,177,4,2,2,2.0,1,25,85,0.9888268156424581,0.7727272727272727,3.5509160766971903,90.0,Difficult
OO,5358,2025-08-14,ORD,CAK,2025-08-14 14:35:00+00:00,2025-08-14 17:09:00+00:00,2025-08-14 14:27:00+00:00,2025-08-14 16:58:00+00:00,50,CRJ-550,Express,80,62,29,-8.0,-51,154.0,51,50,1,0,0,0.0,0,6,10,1.0,0.625,3.2222354473132717,286.0,Medium
UA,422,2025-08-11,ORD,ATH,2025-08-11 16:15:00+00:00,2025-08-12 10:30:00+00:00,2025-08-11 16:14:00+00:00,2025-08-12 10:39:00+00:00,318,B787-10,Mainline,185,197,155,-1.0,-30,1095.0,30,339,18,6,1,20.0,0,134,100,1.0,0.42735042735042733,4.4133647761829415,3.0,Difficult
G7,4445,2025-08-08,ORD,BHM,2025-08-08 10:55:00+00:00,2025-08-08 12:55:00+00:00,2025-08-08 10:49:00+00:00,2025-08-08 12:36:00+00:00,50,CRJ-550,Express,63,83,29,-6.0,-34,120.0,34,50,0,0,1,1.0,0,17,22,1.0,0.5641025641025641,3.1868530856719834,347.0,Medium
UA,1324,2025-08-03,ORD,SFO,2025-08-03 19:48:00+00:00,2025-08-03 22:38:00+00:00,2025-08-03 19:52:00+00:00,2025-08-03 23:22:00+00:00,200,A321-2NX,Mainline,84,91,62,4.0,-22,170.0,22,213,6,1,0,2.0,28,60,42,1.0,0.4117647058823529,3.171756052723232,351.0,Medium
UA,739,2025-08-09,ORD,BZN,2025-08-09 19:59:00+00:00,2025-08-09 22:23:00+00:00,2025-08-09 22:45:00+00:00,2025-08-10 01:06:00+00:00,150,A320-200,Mainline,-4,68,54,166.0,58,144.0,-58,160,10,1,2,1.0,0,12,50,1.0,0.8064516129032258,3.6677429527985668,105.0,Difficult
OO,4766,2025-08-04,ORD,OKC,2025-08-04 16:45:00+00:00,2025-08-04 19:04:00+00:00,2025-08-04 16:40:00+00:00,2025-08-04 18:45:00+00:00,50,CRJ-550,Express,42,46,29,-5.0,-13,139.0,13,44,0,0,0,0.0,0,9,24,0.88,0.7272727272727273,3.200360786623142,269.0,Medium
G7,4590,2025-08-13,ORD,MDT,2025-08-13 16:45:00+00:00,2025-08-13 19:52:00+00:00,2025-08-13 19:10:00+00:00,2025-08-13 21:58:00+00:00,50,CRJ-550,Express,-110,41,29,145.0,139,187.0,-139,48,0,0,0,1.0,10,4,29,0.96,0.8787878787878788,3.5294900758294956,153.0,Medium
UA,343,2025-08-05,ORD,SFO,2025-08-05 10:53:00+00:00,2025-08-05 13:40:00+00:00,2025-08-05 12:46:00+00:00,2025-08-05 15:28:00+00:00,200,A321-2NX,Mainline,-34,118,62,113.0,96,167.0,-96,243,12,4,0,3.0,12,109,41,1.0,0.2733333333333333,3.177983722964862,363.0,Medium
UA,1314,2025-08-02,ORD,IAH,2025-08-02 14:26:00+00:00,2025-08-02 17:25:00+00:00,2025-08-02 14:41:00+00:00,2025-08-02 17:30:00+00:00,200,A321-2NX,Mainline,72,106,62,15.0,-10,179.0,10,246,17,5,1,5.0,1,118,99,1.0,0.45622119815668205,3.5969466072929928,168.0,Medium
G7,4481,2025-08-10,ORD,GRR,2025-08-10 07:00:00+00:00,2025-08-10 09:07:00+00:00,2025-08-10 07:21:00+00:00,2025-08-10 09:21:00+00:00,50,CRJ-550,Express,36,60,29,21.0,-7,127.0,7,37,0,0,0,2.0,9,1,28,0.74,0.9655172413793104,3.448691611640988,145.0,Medium
UA,1848,2025-08-08,ORD,ATL,2025-08-08 10:35:00+00:00,2025-08-08 13:42:00+00:00,2025-08-08 10:31:00+00:00,2025-08-08 13:20:00+00:00,126,B737-700,Mainline,66,73,43,-4.0,-23,187.0,23,129,2,0,1,3.0,8,65,19,1.0,0.2261904761904762,2.9301601834654387,483.0,Easy
UA,1306,2025-08-03,ORD,TPA,2025-08-03 07:30:00+00:00,2025-08-03 11:21:00+00:00,2025-08-03 07:32:00+00:00,2025-08-03 11:20:00+00:00,179,B737-MAX9,Mainline,92,94,62,2.0,-30,231.0,30,262,20,4,2,1.0,0,93,18,1.0,0.16216216216216217,3.076792604727049,406.0,Medium
UA,1980,2025-08-03,ORD,LGA,2025-08-03 06:00:00+00:00,2025-08-03 09:11:00+00:00,2025-08-03 05:58:00+00:00,2025-08-03 08:57:00+00:00,166,B737-800,Mainline,90,85,57,-2.0,-33,191.0,33,184,8,1,0,4.0,2,49,6,1.0,0.10909090909090909,2.956386720158923,462.0,Easy
UA,2038,2025-08-08,ORD,BUF,2025-08-08 07:15:00+00:00,2025-08-08 09:54:00+00:00,2025-08-08 07:07:00+00:00,2025-08-08 10:13:00+00:00,150,A320-200,Mainline,780,727,54,-8.0,-726,159.0,726,128,3,0,0,2.0,15,12,57,0.8533333333333334,0.8260869565217391,3.426304280726607,182.0,Medium
OO,5229,2025-08-15,ORD,ILM,2025-08-15 11:59:00+00:00,2025-08-15 15:24:00+00:00,2025-08-15 13:02:00+00:00,2025-08-15 16:26:00+00:00,76,ERJ-175,Express,-40,32,34,63.0,74,205.0,-74,46,1,0,0,1.0,4,2,28,0.6052631578947368,0.9333333333333333,3.233326258610236,305.0,Medium
UA,1414,2025-08-15,ORD,BOI,2025-08-15 08:45:00+00:00,2025-08-15 11:43:00+00:00,2025-08-15 08:40:00+00:00,2025-08-15 11:04:00+00:00,150,A320-200,Mainline,57,75,46,-5.0,-11,178.0,11,181,8,3,2,1.0,16,53,41,1.0,0.43617021276595747,3.1831775976048515,334.0,Medium
OO,5135,2025-08-05,ORD,MCW,2025-08-05 16:50:00+00:00,2025-08-05 18:20:00+00:00,2025-08-05 16:49:00+00:00,2025-08-05 18:16:00+00:00,50,CRJ-200,Express,43,44,29,-1.0,-14,90.0,14,34,1,0,1,2.0,2,6,17,0.68,0.7391304347826086,3.131496095930159,389.0,Medium
UA,1612,2025-08-11,ORD,MEM,2025-08-11 20:00:00+00:00,2025-08-11 22:00:00+00:00,2025-08-11 19:58:00+00:00,2025-08-11 22:34:00+00:00,126,B737-700,Mainline,70,44,43,-2.0,-27,120.0,27,98,3,1,2,2.0,0,15,59,0.7777777777777778,0.7972972972972973,3.3419558668877825,222.0,Medium
OO,5051,2025-08-11,ORD,LAF,2025-08-11 21:15:00+00:00,2025-08-11 23:13:00+00:00,2025-08-11 23:48:00+00:00,2025-08-12 01:33:00+00:00,50,CRJ-200,Express,72,217,29,153.0,-43,118.0,43,11,0,0,0,0.0,1,1,4,0.22,0.8,2.5841935183633957,554.0,Easy
UA,1270,2025-08-14,ORD,PUJ,2025-08-14 09:23:00+00:00,2025-08-14 15:05:00+00:00,2025-08-14 09:24:00+00:00,2025-08-14 15:11:00+00:00,179,B737-900,Mainline,87,91,70,1.0,-17,342.0,17,208,11,3,2,9.0,2,83,34,1.0,0.2905982905982906,3.5084872217448666,119.0,Difficult
UA,482,2025-08-02,ORD,CHS,2025-08-02 07:00:00+00:00,2025-08-02 10:23:00+00:00,2025-08-02 06:57:00+00:00,2025-08-02 10:20:00+00:00,166,B737-MAX8,Mainline,591,600,51,-3.0,-540,203.0,540,223,16,1,2,1.0,8,75,38,1.0,0.336283185840708,3.189009517204052,419.0,Easy
OO,5362,2025-08-10,ORD,MKE,2025-08-10 21:40:00+00:00,2025-08-10 22:45:00+00:00,2025-08-10 21:44:00+00:00,2025-08-10 22:46:00+00:00,50,CRJ-200,Express,90,61,29,4.0,-61,65.0,61,46,0,0,0,2.0,0,22,25,0.92,0.5319148936170213,3.1174959513039595,371.0,Medium
OO,4766,2025-08-05,ORD,OKC,2025-08-05 16:45:00+00:00,2025-08-05 19:04:00+00:00,2025-08-05 16:37:00+00:00,2025-08-05 18:53:00+00:00,50,CRJ-550,Express,42,35,29,-8.0,-13,139.0,13,52,3,1,1,2.0,2,9,45,1.0,0.8333333333333334,3.6222181529634376,89.0,Difficult
UA,617,2025-08-06,ORD,CLT,2025-08-06 18:35:00+00:00,2025-08-06 21:45:00+00:00,2025-08-06 22:38:00+00:00,2025-08-07 03:13:00+00:00,166,B737-MAX8,Mainline,85,295,51,243.0,-34,190.0,34,144,4,0,0,0.0,0,33,49,0.8674698795180723,0.5975609756097561,3.1048767387018295,342.0,Medium
OO,5505,2025-08-02,ORD,SBN,2025-08-02 15:40:00+00:00,2025-08-02 17:39:00+00:00,2025-08-02 15:44:00+00:00,2025-08-02 17:21:00+00:00,50,CRJ-200,Express,215,218,29,4.0,-186,119.0,186,50,2,1,0,1.0,11,11,21,1.0,0.65625,3.327990142220594,349.0,Medium
OO,5124,2025-08-13,ORD,EAU,2025-08-13 21:07:00+00:00,2025-08-13 22:30:00+00:00,2025-08-13 21:01:00+00:00,2025-08-13 22:23:00+00:00,50,CRJ-200,Express,57,37,29,-6.0,-28,83.0,28,49,2,0,0,0.0,5,15,34,0.98,0.6938775510204082,3.303222688190342,288.0,Medium
OO,5948,2025-08-03,ORD,BNA,2025-08-03 15:45:00+00:00,2025-08-03 17:32:00+00:00,2025-08-03 15:42:00+00:00,2025-08-03 17:26:00+00:00,76,ERJ-175,Express,50,73,34,-3.0,-16,107.0,16,87,3,1,1,3.0,1,13,37,1.0,0.74,3.5656424749231928,87.0,Difficult
OO,5843,2025-08-01,ORD,ECP,2025-08-01 10:50:00+00:00,2025-08-01 13:23:00+00:00,2025-08-01 10:46:00+00:00,2025-08-01 13:18:00+00:00,76,ERJ-175,Express,89,80,34,-4.0,-55,153.0,55,100,7,0,1,1.0,0,30,17,1.0,0.3617021276595745,3.073286484909327,447.0,Easy
OO,5138,2025-08-13,ORD,MGW,2025-08-13 21:13:00+00:00,2025-08-13 23:59:00+00:00,2025-08-13 21:17:00+00:00,2025-08-14 00:07:00+00:00,50,CRJ-200,Express,53,44,29,4.0,-24,166.0,24,37,3,0,1,0.0,2,7,27,0.74,0.7941176470588235,3.186971283790795,350.0,Medium
YX,3663,2025-08-15,ORD,BGR,2025-08-15 18:10:00+00:00,2025-08-15 21:59:00+00:00,2025-08-15 18:00:00+00:00,2025-08-15 22:01:00+00:00,70,ERJ-170,Express,74,75,34,-10.0,-40,229.0,40,72,3,0,0,2.0,2,13,35,1.0,0.7291666666666666,3.496037050601233,120.0,Difficult
UA,2618,2025-08-13,ORD,STL,2025-08-13 14:23:00+00:00,2025-08-13 15:47:00+00:00,2025-08-13 14:52:00+00:00,2025-08-13 16:05:00+00:00,150,A320-200,Mainline,1273,1111,46,29.0,-1227,84.0,1227,156,4,0,1,4.0,0,23,95,1.0,0.8050847457627118,3.6649297483853145,71.0,Difficult
UA,2652,2025-08-07,ORD,RSW,2025-08-07 16:20:00+00:00,2025-08-07 20:32:00+00:00,2025-08-07 16:31:00+00:00,2025-08-07 20:39:00+00:00,166,B737-800,Mainline,85,95,51,11.0,-34,252.0,34,188,9,0,1,2.0,1,37,48,1.0,0.5647058823529412,3.4105744835931073,178.0,Medium
OO,5469,2025-08-09,ORD,CVG,2025-08-09 10:53:00+00:00,2025-08-09 13:17:00+00:00,2025-08-09 11:20:00+00:00,2025-08-09 13:38:00+00:00,76,ERJ-175,Express,-19,47,34,27.0,53,144.0,-53,81,4,1,0,1.0,3,15,46,1.0,0.7540983606557377,3.493072420465169,213.0,Medium
OO,5964,2025-08-04,ORD,CID,2025-08-04 17:57:00+00:00,2025-08-04 19:13:00+00:00,2025-08-04 19:20:00+00:00,2025-08-04 20:35:00+00:00,76,ERJ-175,Express,59,127,70,83.0,11,76.0,-11,98,5,2,3,1.0,4,7,51,1.0,0.8793103448275862,3.6600941822929713,37.0,Difficult
G7,4613,2025-08-05,ORD,STL,2025-08-05 09:05:00+00:00,2025-08-05 10:40:00+00:00,2025-08-05 09:01:00+00:00,2025-08-05 10:25:00+00:00,50,CRJ-550,Express,60,66,29,-4.0,-31,95.0,31,52,1,0,0,0.0,0,3,21,1.0,0.875,3.523110337951942,157.0,Medium
OO,5253,2025-08-05,ORD,FCA,2025-08-05 19:42:00+00:00,2025-08-05 22:48:00+00:00,2025-08-05 19:41:00+00:00,2025-08-05 22:44:00+00:00,76,ERJ-175,Express,171,187,39,-1.0,-132,186.0,132,94,6,2,0,1.0,6,11,26,1.0,0.7027027027027027,3.4605141948394103,192.0,Medium
