company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay,arrival_delay,scheduled_flight_duration,ground_time_diff,total_pax,children_count,stroller_users,lap_child_count,ssr_count,Hot Transfer,checked_bags,transfer_bags,load_factor
UA,708,2025-08-13,ORD,MCI,2025-08-13 08:51:00+00:00,2025-08-13 10:35:00+00:00,2025-08-13 09:00:00+00:00,2025-08-13 10:30:00+00:00,126,A319-100,Mainline,70,105,43,9.0,-5.0,104.0,27,126,0,0,0,1.0,5,20,31,1.0
UA,1069,2025-08-12,ORD,DCA,2025-08-12 19:40:00+00:00,2025-08-12 22:42:00+00:00,2025-08-12 21:27:00+00:00,2025-08-13 00:58:00+00:00,150,A320-200,Mainline,-23,99,54,107.0,136.0,182.0,-77,96,4,0,0,0.0,4,9,30,0.64
UA,1658,2025-08-11,ORD,EWR,2025-08-11 06:00:00+00:00,2025-08-11 09:13:00+00:00,2025-08-11 05:58:00+00:00,2025-08-11 09:10:00+00:00,179,B737-900,Mainline,506,395,56,-2.0,-3.0,193.0,450,191,2,1,0,0.0,1,82,23,1.0
UA,2635,2025-08-08,ORD,CLT,2025-08-08 14:08:00+00:00,2025-08-08 17:18:00+00:00,2025-08-08 14:23:00+00:00,2025-08-08 17:49:00+00:00,126,B737-700,Mainline,67,52,51,15.0,31.0,190.0,16,129,5,0,0,4.0,2,31,29,1.0
UA,1815,2025-08-09,ORD,MSY,2025-08-09 10:50:00+00:00,2025-08-09 13:20:00+00:00,2025-08-09 10:50:00+00:00,2025-08-09 13:18:00+00:00,150,A320-200,Mainline,66,84,46,0.0,-2.0,150.0,20,189,12,5,3,5.0,11,71,32,1.0
UA,1538,2025-08-09,ORD,SAV,2025-08-09 11:05:00+00:00,2025-08-09 14:34:00+00:00,2025-08-09 11:06:00+00:00,2025-08-09 14:26:00+00:00,126,A319-100,Mainline,76,97,43,1.0,-8.0,209.0,33,220,25,8,1,1.0,0,90,7,1.0
G7,4461,2025-08-10,ORD,ABE,2025-08-10 13:51:00+00:00,2025-08-10 17:00:00+00:00,2025-08-10 13:48:00+00:00,2025-08-10 16:56:00+00:00,50,CRJ-550,Express,115,133,33,-3.0,-4.0,189.0,82,48,2,0,0,0.0,0,8,19,0.96
OO,5398,2025-08-14,ORD,IND,2025-08-14 10:55:00+00:00,2025-08-14 13:07:00+00:00,2025-08-14 10:53:00+00:00,2025-08-14 13:16:00+00:00,76,ERJ-175,Express,80,95,34,-2.0,9.0,132.0,46,65,1,0,0,1.0,0,3,26,0.8552631578947368
G7,4559,2025-08-08,ORD,SDF,2025-08-08 10:55:00+00:00,2025-08-08 13:24:00+00:00,2025-08-08 10:44:00+00:00,2025-08-08 13:04:00+00:00,50,CRJ-550,Express,101,98,29,-11.0,-20.0,149.0,72,50,1,0,0,3.0,1,8,13,1.0
UA,2172,2025-08-11,ORD,FAI,2025-08-11 16:05:00+00:00,2025-08-11 19:40:00+00:00,2025-08-11 16:08:00+00:00,2025-08-11 19:42:00+00:00,166,B737-MAX8,Mainline,77,92,51,3.0,2.0,215.0,26,179,6,2,1,6.0,2,18,151,1.0
UA,2378,2025-08-07,ORD,LAX,2025-08-07 21:42:00+00:00,2025-08-08 00:15:00+00:00,2025-08-07 22:03:00+00:00,2025-08-08 00:14:00+00:00,200,A321-2NX,Mainline,77,84,62,21.0,-1.0,153.0,15,219,9,2,1,2.0,0,47,83,1.0
G7,4590,2025-08-12,ORD,MDT,2025-08-12 16:45:00+00:00,2025-08-12 19:52:00+00:00,2025-08-12 16:54:00+00:00,2025-08-12 20:57:00+00:00,50,CRJ-550,Express,110,68,29,9.0,65.0,187.0,81,53,3,0,0,0.0,0,19,16,1.0
OO,5427,2025-08-14,ORD,PIA,2025-08-14 09:05:00+00:00,2025-08-14 10:19:00+00:00,2025-08-14 10:45:00+00:00,2025-08-14 11:56:00+00:00,50,CRJ-200,Express,90,143,29,100.0,97.0,74.0,61,51,2,1,1,2.0,3,21,26,1.0
OO,5026,2025-08-11,ORD,JST,2025-08-11 21:05:00+00:00,2025-08-11 23:55:00+00:00,2025-08-11 21:29:00+00:00,2025-08-12 01:00:00+00:00,50,CRJ-200,Express,40,33,29,24.0,65.0,170.0,11,46,2,1,2,2.0,2,21,6,0.92
G7,4571,2025-08-11,ORD,XNA,2025-08-11 20:00:00+00:00,2025-08-11 22:06:00+00:00,2025-08-11 19:55:00+00:00,2025-08-11 22:16:00+00:00,50,CRJ-550,Express,70,91,29,-5.0,10.0,126.0,41,51,1,0,0,3.0,0,4,20,1.0
UA,374,2025-08-05,ORD,MSP,2025-08-05 16:10:00+00:00,2025-08-05 17:49:00+00:00,2025-08-05 16:08:00+00:00,2025-08-05 17:32:00+00:00,126,A319-100,Mainline,82,104,43,-2.0,-17.0,99.0,39,138,4,0,0,4.0,8,11,47,1.0
G7,4559,2025-08-15,ORD,SDF,2025-08-15 10:55:00+00:00,2025-08-15 13:24:00+00:00,2025-08-15 10:49:00+00:00,2025-08-15 13:27:00+00:00,50,CRJ-550,Express,62,74,29,-6.0,3.0,149.0,33,43,0,0,0,0.0,1,7,14,0.86
UA,1803,2025-08-06,ORD,DEN,2025-08-06 10:44:00+00:00,2025-08-06 12:32:00+00:00,2025-08-06 10:43:00+00:00,2025-08-06 12:27:00+00:00,200,A321-2NX,Mainline,791,811,62,-1.0,-5.0,108.0,729,214,3,1,1,3.0,3,96,30,1.0
OO,5274,2025-08-15,ORD,SBN,2025-08-15 21:30:00+00:00,2025-08-15 23:30:00+00:00,2025-08-15 23:51:00+00:00,2025-08-16 01:32:00+00:00,50,CRJ-550,Express,65,59,29,141.0,122.0,120.0,36,45,2,1,0,1.0,0,1,27,0.9
UA,416,2025-08-14,ORD,MXP,2025-08-14 21:35:00+00:00,2025-08-15 13:20:00+00:00,2025-08-14 22:40:00+00:00,2025-08-15 14:25:00+00:00,243,B787-8,Mainline,1895,1966,150,65.0,65.0,945.0,1745,287,11,3,2,1.0,0,43,194,1.0
YX,3614,2025-08-05,ORD,MCI,2025-08-05 21:25:00+00:00,2025-08-05 23:14:00+00:00,2025-08-05 21:22:00+00:00,2025-08-05 22:54:00+00:00,70,ERJ-170,Express,275,287,34,-3.0,-20.0,109.0,241,61,3,1,1,0.0,2,15,28,0.8714285714285714
UA,343,2025-08-01,ORD,SFO,2025-08-01 10:53:00+00:00,2025-08-01 13:40:00+00:00,2025-08-01 10:57:00+00:00,2025-08-01 13:31:00+00:00,150,A320-200,Mainline,69,83,46,4.0,-9.0,167.0,23,182,9,4,1,1.0,0,87,28,1.0
YX,3498,2025-08-04,ORD,CVG,2025-08-04 07:10:00+00:00,2025-08-04 09:35:00+00:00,2025-08-04 07:06:00+00:00,2025-08-04 09:37:00+00:00,76,ERJ-175,Express,45,52,34,-4.0,2.0,145.0,11,75,1,0,0,4.0,7,22,27,0.9868421052631579
UA,2387,2025-08-02,ORD,MCO,2025-08-02 06:00:00+00:00,2025-08-02 09:47:00+00:00,2025-08-02 05:55:00+00:00,2025-08-02 09:31:00+00:00,179,B737-900,Mainline,379,335,56,-5.0,-16.0,227.0,323,289,26,8,2,1.0,0,140,7,1.0
UA,561,2025-08-08,ORD,MCI,2025-08-08 12:45:00+00:00,2025-08-08 14:22:00+00:00,2025-08-08 12:43:00+00:00,2025-08-08 14:06:00+00:00,126,B737-700,Mainline,68,81,43,-2.0,-16.0,97.0,25,134,3,1,2,2.0,25,44,47,1.0
UA,1872,2025-08-09,ORD,MSP,2025-08-09 14:12:00+00:00,2025-08-09 15:50:00+00:00,2025-08-09 14:27:00+00:00,2025-08-09 15:55:00+00:00,150,A320-200,Mainline,102,158,46,15.0,5.0,98.0,56,185,15,4,3,5.0,1,11,77,1.0
OO,5699,2025-08-13,ORD,SAV,2025-08-13 18:18:00+00:00,2025-08-13 21:50:00+00:00,2025-08-13 18:18:00+00:00,2025-08-13 21:43:00+00:00,76,ERJ-175,Express,90,79,34,0.0,-7.0,212.0,56,73,0,0,0,1.0,0,11,29,0.9605263157894737
UA,1872,2025-08-14,ORD,MSP,2025-08-14 14:40:00+00:00,2025-08-14 16:19:00+00:00,2025-08-14 15:10:00+00:00,2025-08-14 16:35:00+00:00,150,A320-200,Mainline,57,76,46,30.0,16.0,99.0,11,174,7,1,1,0.0,1,24,110,1.0
UA,1811,2025-08-07,ORD,MSP,2025-08-07 12:45:00+00:00,2025-08-07 14:28:00+00:00,2025-08-07 12:54:00+00:00,2025-08-07 14:33:00+00:00,166,B737-MAX8,Mainline,170,170,51,9.0,5.0,103.0,119,199,7,1,1,3.0,13,37,108,1.0
UA,1677,2025-08-15,ORD,BOS,2025-08-15 15:48:00+00:00,2025-08-15 19:18:00+00:00,2025-08-15 15:45:00+00:00,2025-08-15 19:14:00+00:00,166,B737-800,Mainline,53,89,51,-3.0,-4.0,210.0,2,189,10,2,1,5.0,5,53,29,1.0
UA,1616,2025-08-11,ORD,GRR,2025-08-11 18:20:00+00:00,2025-08-11 20:35:00+00:00,2025-08-11 18:19:00+00:00,2025-08-11 20:37:00+00:00,179,B737-900,Mainline,70,85,56,-1.0,2.0,135.0,14,213,13,2,5,1.0,0,5,108,1.0
UA,2154,2025-08-02,ORD,ROC,2025-08-02 18:25:00+00:00,2025-08-02 21:13:00+00:00,2025-08-02 18:56:00+00:00,2025-08-02 21:29:00+00:00,179,B737-900,Mainline,123,147,119,31.0,16.0,168.0,4,215,10,2,2,1.0,5,2,105,1.0
OO,4766,2025-08-02,ORD,OKC,2025-08-02 16:45:00+00:00,2025-08-02 19:04:00+00:00,2025-08-02 18:32:00+00:00,2025-08-02 20:41:00+00:00,50,CRJ-550,Express,42,26,29,107.0,97.0,139.0,13,50,1,0,1,0.0,0,4,47,1.0
UA,695,2025-08-01,ORD,SJU,2025-08-01 18:03:00+00:00,2025-08-01 23:54:00+00:00,2025-08-01 18:16:00+00:00,2025-08-02 00:13:00+00:00,179,B737-MAX9,Mainline,93,124,56,13.0,19.0,351.0,37,234,13,1,3,6.0,3,50,58,1.0
UA,1198,2025-08-11,ORD,CUN,2025-08-11 09:21:00+00:00,2025-08-11 13:14:00+00:00,2025-08-11 09:13:00+00:00,2025-08-11 13:12:00+00:00,179,B737-900,Mainline,103,99,70,-8.0,-2.0,233.0,33,253,20,5,0,4.0,3,98,20,1.0
UA,1006,2025-08-09,ORD,LGA,2025-08-09 18:00:00+00:00,2025-08-09 21:20:00+00:00,2025-08-09 18:01:00+00:00,2025-08-09 21:28:00+00:00,166,B737-800,Mainline,56,48,51,1.0,8.0,200.0,5,210,14,4,0,2.0,17,71,29,1.0
G7,4476,2025-08-02,ORD,CAE,2025-08-02 13:55:00+00:00,2025-08-02 17:00:00+00:00,2025-08-02 13:48:00+00:00,2025-08-02 16:45:00+00:00,50,CRJ-550,Express,112,129,29,-7.0,-15.0,185.0,83,55,2,0,0,1.0,10,18,13,1.0
UA,2176,2025-08-09,ORD,STT,2025-08-09 08:48:00+00:00,2025-08-09 14:54:00+00:00,2025-08-09 08:48:00+00:00,2025-08-09 14:55:00+00:00,166,B737-MAX8,Mainline,140,150,51,0.0,1.0,366.0,89,188,13,3,3,1.0,8,86,48,1.0
OO,5253,2025-08-09,ORD,FCA,2025-08-09 19:42:00+00:00,2025-08-09 22:48:00+00:00,2025-08-09 19:50:00+00:00,2025-08-09 22:54:00+00:00,76,ERJ-175,Express,164,186,70,8.0,6.0,186.0,94,75,3,1,0,0.0,7,3,31,0.9868421052631579
OO,5138,2025-08-11,ORD,MGW,2025-08-11 21:13:00+00:00,2025-08-11 23:59:00+00:00,2025-08-11 21:16:00+00:00,2025-08-12 00:10:00+00:00,50,CRJ-200,Express,53,28,29,3.0,11.0,166.0,24,31,1,0,0,1.0,1,11,16,0.62
UA,1923,2025-08-06,ORD,CID,2025-08-06 20:05:00+00:00,2025-08-06 21:21:00+00:00,2025-08-07 01:09:00+00:00,2025-08-07 02:01:00+00:00,126,B737-700,Mainline,-7,115,43,304.0,280.0,76.0,-50,106,8,3,1,1.0,3,4,76,0.8412698412698413
UA,1708,2025-08-02,ORD,CLE,2025-08-02 19:52:00+00:00,2025-08-02 22:17:00+00:00,2025-08-02 19:57:00+00:00,2025-08-02 22:07:00+00:00,126,B737-700,Mainline,167,170,43,5.0,-10.0,145.0,124,135,7,1,0,1.0,4,8,63,1.0
OO,5610,2025-08-15,ORD,CHO,2025-08-15 18:06:00+00:00,2025-08-15 21:12:00+00:00,2025-08-15 18:05:00+00:00,2025-08-15 21:05:00+00:00,50,CRJ-550,Express,67,48,29,-1.0,-7.0,186.0,38,37,1,1,0,1.0,1,6,13,0.74
UA,2628,2025-08-07,ORD,BNA,2025-08-07 21:30:00+00:00,2025-08-07 23:20:00+00:00,2025-08-07 22:24:00+00:00,2025-08-08 00:01:00+00:00,179,B737-900,Mainline,93,67,56,54.0,41.0,110.0,37,123,2,0,1,1.0,0,29,48,0.6871508379888268
OO,5383,2025-08-09,ORD,TVC,2025-08-09 13:55:00+00:00,2025-08-09 16:12:00+00:00,2025-08-09 13:59:00+00:00,2025-08-09 16:07:00+00:00,50,CRJ-550,Express,40,36,29,4.0,-5.0,137.0,11,65,5,0,1,1.0,16,2,18,1.0
OO,5353,2025-08-08,ORD,GRR,2025-08-08 09:05:00+00:00,2025-08-08 11:17:00+00:00,2025-08-08 09:28:00+00:00,2025-08-08 11:36:00+00:00,50,CRJ-550,Express,92,111,29,23.0,19.0,132.0,63,45,0,0,0,0.0,1,1,26,0.9
YX,3663,2025-08-06,ORD,BGR,2025-08-06 18:10:00+00:00,2025-08-06 21:59:00+00:00,2025-08-06 18:37:00+00:00,2025-08-06 22:14:00+00:00,76,ERJ-175,Express,79,84,34,27.0,15.0,229.0,45,72,3,0,1,0.0,9,5,26,0.9473684210526315
OO,5726,2025-08-03,ORD,TYS,2025-08-03 07:25:00+00:00,2025-08-03 10:17:00+00:00,2025-08-03 07:35:00+00:00,2025-08-03 10:15:00+00:00,50,CRJ-550,Express,48,109,29,10.0,-2.0,172.0,19,72,7,0,1,2.0,0,11,31,1.0
UA,2006,2025-08-13,ORD,GUA,2025-08-13 09:14:00+00:00,2025-08-13 12:45:00+00:00,2025-08-13 09:16:00+00:00,2025-08-13 12:53:00+00:00,166,B737-MAX8,Mainline,206,139,65,2.0,8.0,211.0,141,172,7,2,3,21.0,0,147,26,1.0
UA,2154,2025-08-08,ORD,ROC,2025-08-08 18:25:00+00:00,2025-08-08 21:13:00+00:00,2025-08-08 18:37:00+00:00,2025-08-08 21:34:00+00:00,179,B737-900,Mainline,93,127,56,12.0,21.0,168.0,37,164,6,2,4,0.0,0,15,78,0.9162011173184358
OO,5607,2025-08-10,ORD,TUS,2025-08-10 09:20:00+00:00,2025-08-10 11:26:00+00:00,2025-08-10 09:15:00+00:00,2025-08-10 11:24:00+00:00,70,ERJ-175,Express,101,117,34,-5.0,-2.0,126.0,67,75,1,0,2,2.0,0,27,26,1.0
UA,1525,2025-08-04,ORD,AUS,2025-08-04 13:40:00+00:00,2025-08-04 16:30:00+00:00,2025-08-04 14:41:00+00:00,2025-08-04 17:17:00+00:00,126,A319-100,Mainline,35,85,43,61.0,47.0,170.0,-8,145,8,1,0,1.0,0,75,19,1.0
OO,5726,2025-08-07,ORD,TYS,2025-08-07 07:25:00+00:00,2025-08-07 10:17:00+00:00,2025-08-07 07:17:00+00:00,2025-08-07 09:59:00+00:00,50,CRJ-550,Express,48,86,29,-8.0,-18.0,172.0,19,52,2,1,0,0.0,0,17,8,1.0
UA,758,2025-08-12,ORD,EWR,2025-08-12 10:35:00+00:00,2025-08-12 13:52:00+00:00,2025-08-12 12:17:00+00:00,2025-08-12 15:21:00+00:00,179,B737-900,Mainline,177,250,56,102.0,89.0,197.0,121,209,6,1,3,4.0,20,70,33,1.0
UA,1077,2025-08-04,ORD,DCA,2025-08-04 06:00:00+00:00,2025-08-04 08:57:00+00:00,2025-08-04 05:55:00+00:00,2025-08-04 08:33:00+00:00,166,B737-800,Mainline,471,460,51,-5.0,-24.0,177.0,420,157,1,0,0,0.0,2,40,28,0.9457831325301205
UA,1775,2025-08-08,ORD,FLL,2025-08-08 10:45:00+00:00,2025-08-08 15:03:00+00:00,2025-08-08 10:57:00+00:00,2025-08-08 15:05:00+00:00,179,B737-MAX9,Mainline,89,91,62,12.0,2.0,258.0,27,223,10,1,2,3.0,13,103,29,1.0
UA,2337,2025-08-01,ORD,IAD,2025-08-01 13:05:00+00:00,2025-08-01 16:10:00+00:00,2025-08-01 13:09:00+00:00,2025-08-01 16:03:00+00:00,179,B737-900,Mainline,73,91,56,4.0,-7.0,185.0,17,193,5,0,0,5.0,27,109,48,1.0
OO,4638,2025-08-15,ORD,COS,2025-08-15 19:40:00+00:00,2025-08-15 21:44:00+00:00,2025-08-15 20:06:00+00:00,2025-08-15 22:09:00+00:00,76,ERJ-175,Express,77,59,34,26.0,25.0,124.0,43,72,0,0,0,0.0,54,8,37,0.9473684210526315
UA,617,2025-08-14,ORD,CLT,2025-08-14 18:35:00+00:00,2025-08-14 21:45:00+00:00,2025-08-14 18:48:00+00:00,2025-08-14 22:03:00+00:00,166,B737-MAX8,Mainline,85,109,51,13.0,18.0,190.0,34,170,6,1,0,0.0,0,27,43,1.0
UA,1270,2025-08-10,ORD,PUJ,2025-08-10 16:25:00+00:00,2025-08-10 15:05:00+00:00,2025-08-10 16:25:00+00:00,2025-08-10 20:19:00+00:00,179,B737-900,Mainline,-22,113,70,0.0,314.0,-80.0,-92,234,15,5,2,2.0,0,86,26,1.0
UA,1363,2025-08-05,ORD,LAX,2025-08-05 12:54:00+00:00,2025-08-05 15:23:00+00:00,2025-08-05 13:06:00+00:00,2025-08-05 15:19:00+00:00,200,A321-2NX,Mainline,75,54,62,12.0,-4.0,149.0,13,241,14,4,4,1.0,7,109,36,1.0
G7,4517,2025-08-11,ORD,SCE,2025-08-11 14:10:00+00:00,2025-08-11 17:01:00+00:00,2025-08-11 14:21:00+00:00,2025-08-11 17:08:00+00:00,50,CRJ-550,Express,127,157,29,11.0,7.0,171.0,98,50,0,0,0,0.0,6,3,19,1.0
G7,4563,2025-08-07,ORD,FSD,2025-08-07 12:45:00+00:00,2025-08-07 14:35:00+00:00,2025-08-07 12:38:00+00:00,2025-08-07 14:25:00+00:00,50,CRJ-550,Express,74,66,29,-7.0,-10.0,110.0,45,50,1,0,0,4.0,13,5,27,1.0
UA,1983,2025-08-10,ORD,LAX,2025-08-10 16:50:00+00:00,2025-08-10 19:21:00+00:00,2025-08-10 17:39:00+00:00,2025-08-10 19:56:00+00:00,179,B737-MAX9,Mainline,67,57,56,49.0,35.0,151.0,11,199,5,1,1,5.0,0,110,59,1.0
UA,2347,2025-08-05,ORD,CLE,2025-08-05 21:13:00+00:00,2025-08-05 23:39:00+00:00,2025-08-05 22:51:00+00:00,2025-08-06 01:00:00+00:00,166,B737-800,Mainline,62,47,51,98.0,81.0,146.0,11,64,3,1,0,2.0,17,5,22,0.3855421686746988
UA,1905,2025-08-14,ORD,PIT,2025-08-14 18:10:00+00:00,2025-08-14 20:51:00+00:00,2025-08-14 19:52:00+00:00,2025-08-14 22:21:00+00:00,150,A320-200,Mainline,65,174,46,102.0,90.0,161.0,19,170,5,1,2,7.0,15,30,62,1.0
OO,5234,2025-08-10,ORD,MKE,2025-08-10 10:35:00+00:00,2025-08-10 11:35:00+00:00,2025-08-10 11:17:00+00:00,2025-08-10 12:40:00+00:00,50,CRJ-550,Express,1280,1352,29,42.0,65.0,60.0,1251,40,0,0,0,1.0,9,0,12,0.8
OO,5493,2025-08-10,ORD,ATW,2025-08-10 11:05:00+00:00,2025-08-10 12:18:00+00:00,2025-08-10 11:02:00+00:00,2025-08-10 12:11:00+00:00,50,CRJ-200,Express,104,91,29,-3.0,-7.0,73.0,75,46,1,0,0,1.0,0,5,40,0.92
UA,1756,2025-08-08,ORD,YYZ,2025-08-08 21:14:00+00:00,2025-08-08 23:58:00+00:00,2025-08-08 22:17:00+00:00,2025-08-09 00:45:00+00:00,166,B737-800,Mainline,57,99,65,63.0,47.0,164.0,-8,143,5,0,0,2.0,28,24,40,0.8614457831325302
YX,3523,2025-08-06,ORD,RIC,2025-08-06 14:55:00+00:00,2025-08-06 18:16:00+00:00,2025-08-06 14:54:00+00:00,2025-08-06 18:12:00+00:00,76,ERJ-175,Express,54,36,39,-1.0,-4.0,201.0,15,92,3,0,1,5.0,0,13,37,1.0
UA,2179,2025-08-08,ORD,SFO,2025-08-08 18:20:00+00:00,2025-08-08 21:09:00+00:00,2025-08-08 18:20:00+00:00,2025-08-08 20:53:00+00:00,234,B757-300,Mainline,78,73,66,0.0,-16.0,169.0,12,265,10,1,0,4.0,0,114,54,1.0
UA,2661,2025-08-06,ORD,LGA,2025-08-06 10:00:00+00:00,2025-08-06 13:18:00+00:00,2025-08-06 09:54:00+00:00,2025-08-06 13:02:00+00:00,166,B737-800,Mainline,63,74,51,-6.0,-16.0,198.0,12,157,6,0,0,3.0,4,44,2,0.9457831325301205
UA,2369,2025-08-03,ORD,AUS,2025-08-03 08:50:00+00:00,2025-08-03 11:44:00+00:00,2025-08-03 08:47:00+00:00,2025-08-03 11:30:00+00:00,166,B737-800,Mainline,69,85,51,-3.0,-14.0,174.0,18,207,13,3,3,3.0,18,51,49,1.0
OO,5392,2025-08-03,ORD,OKC,2025-08-03 19:36:00+00:00,2025-08-03 22:03:00+00:00,2025-08-03 19:53:00+00:00,2025-08-03 22:03:00+00:00,76,ERJ-175,Express,41,30,34,17.0,0.0,147.0,7,80,3,2,0,0.0,1,13,21,1.0
OO,5444,2025-08-05,ORD,LIT,2025-08-05 08:45:00+00:00,2025-08-05 10:46:00+00:00,2025-08-05 08:37:00+00:00,2025-08-05 10:45:00+00:00,50,CRJ-550,Express,40,29,29,-8.0,-1.0,121.0,11,48,1,1,0,0.0,6,2,9,0.96
UA,1525,2025-08-11,ORD,AUS,2025-08-11 13:40:00+00:00,2025-08-11 16:30:00+00:00,2025-08-11 13:39:00+00:00,2025-08-11 16:21:00+00:00,126,A319-100,Mainline,70,85,43,-1.0,-9.0,170.0,27,142,5,3,0,0.0,0,50,34,1.0
OO,5118,2025-08-15,ORD,PLN,2025-08-15 12:45:00+00:00,2025-08-15 15:08:00+00:00,2025-08-15 12:58:00+00:00,2025-08-15 15:16:00+00:00,50,CRJ-200,Express,40,85,29,13.0,8.0,143.0,11,46,4,0,0,2.0,5,13,8,0.92
UA,1077,2025-08-15,ORD,DCA,2025-08-15 06:00:00+00:00,2025-08-15 08:57:00+00:00,2025-08-15 06:05:00+00:00,2025-08-15 09:00:00+00:00,166,B737-800,Mainline,1736,1169,51,5.0,3.0,177.0,1685,43,0,0,0,0.0,0,19,14,0.25903614457831325
UA,592,2025-08-02,ORD,JAC,2025-08-02 16:50:00+00:00,2025-08-02 19:05:00+00:00,2025-08-02 17:09:00+00:00,2025-08-02 19:02:00+00:00,126,B737-700,Mainline,65,94,43,19.0,-3.0,135.0,22,189,15,2,2,0.0,2,49,50,1.0
G7,4389,2025-08-15,ORD,CID,2025-08-15 12:50:00+00:00,2025-08-15 14:04:00+00:00,2025-08-15 13:12:00+00:00,2025-08-15 14:21:00+00:00,50,CRJ-550,Express,36,29,29,22.0,17.0,74.0,7,50,0,0,0,1.0,3,11,33,1.0
OO,5314,2025-08-03,ORD,LNK,2025-08-03 19:40:00+00:00,2025-08-03 21:36:00+00:00,2025-08-03 19:47:00+00:00,2025-08-03 21:25:00+00:00,50,CRJ-550,Express,64,62,29,7.0,-11.0,116.0,35,64,7,1,0,1.0,11,5,20,1.0
UA,2202,2025-08-06,ORD,IAH,2025-08-06 18:25:00+00:00,2025-08-06 21:21:00+00:00,2025-08-06 20:44:00+00:00,2025-08-06 23:42:00+00:00,179,B737-900,Mainline,75,211,56,139.0,141.0,176.0,19,193,15,1,0,5.0,0,84,15,1.0
UA,293,2025-08-13,ORD,LGA,2025-08-13 11:00:00+00:00,2025-08-13 14:20:00+00:00,2025-08-13 11:18:00+00:00,2025-08-13 15:31:00+00:00,166,B737-800,Mainline,202,82,51,18.0,71.0,200.0,151,185,12,2,1,4.0,0,50,29,1.0
UA,881,2025-08-09,ORD,HND,2025-08-09 16:54:00+00:00,2025-08-10 15:55:00+00:00,2025-08-09 16:54:00+00:00,2025-08-10 20:09:00+00:00,318,B787-10,Mainline,365,309,155,0.0,254.0,1381.0,210,322,16,2,1,4.0,36,100,350,1.0
YX,3690,2025-08-05,ORD,IND,2025-08-05 15:40:00+00:00,2025-08-05 17:53:00+00:00,2025-08-05 15:39:00+00:00,2025-08-05 17:51:00+00:00,76,ERJ-175,Express,215,231,34,-1.0,-2.0,133.0,181,51,0,0,0,2.0,12,8,17,0.6710526315789473
UA,2290,2025-08-03,ORD,DFW,2025-08-03 12:45:00+00:00,2025-08-03 15:22:00+00:00,2025-08-03 12:41:00+00:00,2025-08-03 15:23:00+00:00,126,B737-700,Mainline,68,68,43,-4.0,1.0,157.0,25,150,7,1,0,2.0,7,66,15,1.0
UA,1347,2025-08-04,ORD,FLL,2025-08-04 16:20:00+00:00,2025-08-04 20:34:00+00:00,2025-08-04 16:25:00+00:00,2025-08-04 20:30:00+00:00,179,B737-MAX9,Mainline,105,139,56,5.0,-4.0,254.0,49,203,7,1,1,4.0,0,71,29,1.0
YX,3464,2025-08-05,ORD,PIT,2025-08-05 21:15:00+00:00,2025-08-05 23:58:00+00:00,2025-08-05 21:15:00+00:00,2025-08-05 23:39:00+00:00,70,ERJ-170,Express,330,353,34,0.0,-19.0,163.0,296,72,4,1,0,1.0,13,7,15,1.0
OO,4748,2025-08-02,ORD,ATW,2025-08-02 20:20:00+00:00,2025-08-02 21:35:00+00:00,2025-08-02 20:22:00+00:00,2025-08-02 21:40:00+00:00,50,CRJ-550,Express,85,84,29,2.0,5.0,75.0,56,46,3,0,0,0.0,0,0,32,0.92
OO,4809,2025-08-07,ORD,ICT,2025-08-07 09:03:00+00:00,2025-08-07 11:21:00+00:00,2025-08-07 10:12:00+00:00,2025-08-07 12:21:00+00:00,76,ERJ-175,Express,58,151,34,69.0,60.0,138.0,24,84,3,1,0,0.0,2,14,55,1.0
UA,1933,2025-08-05,ORD,LAS,2025-08-05 08:47:00+00:00,2025-08-05 10:55:00+00:00,2025-08-05 08:43:00+00:00,2025-08-05 10:34:00+00:00,179,B737-900,Mainline,77,92,56,-4.0,-21.0,128.0,21,192,3,1,0,0.0,27,21,21,1.0
UA,1069,2025-08-01,ORD,DCA,2025-08-01 19:40:00+00:00,2025-08-01 22:42:00+00:00,2025-08-01 20:12:00+00:00,2025-08-01 23:06:00+00:00,126,A319-100,Mainline,65,53,43,32.0,24.0,182.0,22,122,4,1,0,0.0,3,24,34,0.9682539682539683
OO,5138,2025-08-02,ORD,MGW,2025-08-02 16:50:00+00:00,2025-08-02 19:36:00+00:00,2025-08-02 16:43:00+00:00,2025-08-02 19:20:00+00:00,50,CRJ-200,Express,43,50,29,-7.0,-16.0,166.0,14,45,3,1,1,1.0,0,14,31,0.9
UA,2179,2025-08-13,ORD,SFO,2025-08-13 18:20:00+00:00,2025-08-13 21:09:00+00:00,2025-08-13 18:35:00+00:00,2025-08-13 21:02:00+00:00,234,B757-300,Mainline,78,86,66,15.0,-7.0,169.0,12,246,5,1,1,3.0,0,112,47,1.0
